name,age,occupation,location,country,lat,lng,dod,source
Elfidio Ennio Calchi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-09,italy
Carmine Sommese,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-17,italy
Carmela Laino,NA,Retired,NA,Italy,41.87194,12.56738,2020-03-25,italy
Nicola Cocucci,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-08,italy
Alessandro Preda,NA,Doctor,NA,Italy,41.87194,12.56738,2020-03-22,italy
Italo D’Avossa,NA,Other,NA,Italy,41.87194,12.56738,2020-03-18,italy
Renato Pavero,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-19,italy
Antonio Lerose,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-20,italy
Andrea Farioli,NA,Other,NA,Italy,41.87194,12.56738,2020-04-16,italy
Luciano Abruzzi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-20,italy
Silvio Marsili,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-21,italy
Oscar Ros,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-20,italy
Alberto Santoro,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-19,italy
Pasqualino Gerardo Andreacchio,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-20,italy
Maddalena Passera,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-22,italy
Tommaso Di Loreto,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-13,italy
S. F.,NA,Other,NA,Italy,41.87194,12.56738,2020-04-22,italy
Guido Retta,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-14,italy
Gianbattista Perego,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-23,italy
Maura Romani,NA,Doctor,NA,Italy,41.87194,12.56738,2020-04-26,italy
Oscar Giudice,NA,Doctor,NA,Italy,41.87194,12.56738,2020-05-07,italy
Ugo Milanese,NA,Retired,NA,Italy,41.87194,12.56738,2020-05-02,italy
Jesus Gregorio Ponce,NA,Retired,NA,Italy,41.87194,12.56738,2020-05-29,italy
Paolo Paoluzi,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-26,italy
Fiorlorenzo Azzola,NA,Doctor,NA,Italy,41.87194,12.56738,2020-06-27,italy
Josef Leitner,NA,Retired,NA,Italy,41.87194,12.56738,2020-04-12,italy
Pierluigi Cecchi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-07-16,italy
Davoud Ahangari,NA,Doctor,NA,Italy,41.87194,12.56738,2020-07-25,italy
Nello Di Spigno,NA,Doctor,NA,Italy,41.87194,12.56738,2020-07-23,italy
Paolo Marandola,NA,Doctor,NA,Italy,41.87194,12.56738,2020-08-01,italy
Luigi Erli,NA,Retired,NA,Italy,41.87194,12.56738,2020-05-08,italy
Salvatore Arena,NA,Doctor,NA,Italy,41.87194,12.56738,2020-07-20,italy
Giuseppe Ascione,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-01,italy
Ernesto Celentano,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-18,italy
Giovanni Briglia,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-14,italy
Mirko Ragazzon,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-24,italy
Paolo Melenchi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-01,italy
Vittorio Collesano,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-31,italy
Alberto Gazzera,NA,Retired,NA,Italy,41.87194,12.56738,2020-10-30,italy
Domenico Pacilio,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-10,italy
Giorgio Drago,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-10,italy
Luigi Picardi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-13,italy
Annibale Battaglia,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-13,italy
Giuseppe Sessa,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-14,italy
Massimo Ugolini,NA,Other,NA,Italy,41.87194,12.56738,2020-11-16,italy
Marco Pugliese,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-16,italy
Antonio Casillo,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-15,italy
Augusto Vincelli,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-16,italy
Maria Addolorata Mangione,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-11,italy
Pierantonio Meroni,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-17,italy
Luciano Bellan,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-18,italy
Mauro Cotillo,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-19,italy
Giovanni Bissanti,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-19,italy
Antonio Antonelli,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-19,italy
Alessandro Fiori,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-19,italy
Edgardo Milano,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-19,italy
Stefano Brando,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-20,italy
Antonio Contini,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-16,italy
Giovanni Annaratone,NA,Other,NA,Italy,41.87194,12.56738,2020-11-15,italy
Luigi Pappalardo,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-21,italy
Raffaele De Iasio,NA,Other Medical,NA,Italy,41.87194,12.56738,2020-11-21,italy
Luigi Cova,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-21,italy
Gian Franco Forzani,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-20,italy
Carmelo Piscitello,NA,Other,NA,Italy,41.87194,12.56738,2020-11-23,italy
Piero Parietti,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-22,italy
Cosimo Russo,NA,Other,NA,Italy,41.87194,12.56738,2020-11-23,italy
Roberto Ciafrone,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-23,italy
Antonio Amente,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-23,italy
Daniele Cagnacci,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-23,italy
Luciano Giorgi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-26,italy
Michele Urbano,NA,Other,NA,Italy,41.87194,12.56738,2020-11-27,italy
Nazzareno Catalano,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-27,italy
Bartolomeo Borgialli,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-29,italy
Vito Roberto De Giorgi,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-27,italy
Lucia Prezioso,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-23,italy
Paola De Masi,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-30,italy
Carla Verri Girardi,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-24,italy
Modesto Iannattone,NA,Other Medical,NA,Italy,41.87194,12.56738,2020-12-02,italy
Gianluigi Rocco,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-03,italy
Luciano Paolucci,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-02,italy
Natale Mariani,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-03,italy
Stefano Gandini,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-04,italy
Mario Claudio Magliocca,NA,Other,NA,Italy,41.87194,12.56738,2020-12-03,italy
Giuseppe Grosso,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-06,italy
Michele Cicchelli,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-06,italy
Kassem El Malak,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-23,italy
Giuseppe Miceli,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-08,italy
Sergio Pascale,NA,Other,NA,Italy,41.87194,12.56738,2020-12-07,italy
Giuseppe Minchiotti,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-07,italy
Francesco Antonio Barillà,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-08,italy
Antonio Pugliese,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-08,italy
Pier Luigi Crivelli,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-19,italy
Roberto Governi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-11,italy
Roberto Di Fortunato,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-25,italy
Claudio Noacco,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-08,italy
Pier Luigi Bettinelli,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-05,italy
Francesco Vista,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-04,italy
Matteo Rinaldi,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-15,italy
Roberto Zambonin,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-10,italy
Mohammad Alì Zaraket,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-02,italy
Roberto Ronci,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-09,italy
Domenico Mele,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-10,italy
Francesco Gasparini,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-11,italy
Flavio Bison,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-10,italy
Gianpaolo Pellicciari,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-04,italy
Paolo Duso,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-09,italy
Valter Adamo,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-10,italy
Daniele Rizzi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-06,italy
Giovanni Alberto Piscitelli,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-11,italy
Antonino Cataldo,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-11,italy
Giovanni Ferraro,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-12,italy
Wilmer Boscolo,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-15,italy
Armando Cesari,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-05,italy
Sergio Saccà,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-15,italy
Giovanni Battista Meloni,NA,Other Medical,NA,Italy,41.87194,12.56738,2020-12-16,italy
Giulio De Luca,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-24,italy
Bruno Castagneto,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-21,italy
Mario Avano,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-21,italy
Filippo Fard,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-22,italy
Mario Della Calce,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-22,italy
Ezio Santilli,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-22,italy
Roberto Trezzi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-23,italy
Giuseppe Galvagno,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-23,italy
Raffaele Antonio Brancadoro,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-27,italy
Leonardo Nargi,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-22,italy
Stefano Simpatico,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-09,italy
Walter Fioravanti,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-02,italy
Maurizio Abatini,NA,Doctor,NA,Italy,41.87194,12.56738,2020-10-19,italy
Enrico Pansini,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-01,italy
Gilberto Forioli,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-01,italy
Maurizio Gasparini,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-02,italy
Vincenzo Scarabeo,NA,Other,NA,Italy,41.87194,12.56738,2021-01-02,italy
Eduardo Ferri,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-04,italy
Mah’d Abu Eisheh,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-04,italy
Gennaro Paradiso,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-21,italy
Giovanni Canavero,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-04,italy
Gian Marco Mosele,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-09,italy
Fabrizio Soccorsi,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-09,italy
Carlo Cristini,NA,Other Medical,NA,Italy,41.87194,12.56738,2020-12-10,italy
Luca Parolari,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-07,italy
Peppino Griffi,NA,Retired,NA,Italy,41.87194,12.56738,2020-07-14,italy
Kassem Mohamad Haouila,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-07,italy
Costantino Ciavarella,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-15,italy
Giuseppe De Vita,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-15,italy
Aldo Bacci,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-15,italy
Aldo Zaffora,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-09,italy
Riccardo Biagioli,NA,Other Medical,NA,Italy,41.87194,12.56738,2020-12-14,italy
Catino Mormina,NA,Doctor,NA,Italy,41.87194,12.56738,2020-11-26,italy
Federico Marzocchi,NA,Retired,NA,Italy,41.87194,12.56738,2020-11-16,italy
Leonardo Tarallo,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-16,italy
Giuseppe Tortorella,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-08,italy
Agostino Consolaro,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-07,italy
Bartolo Tarsia,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-22,italy
Salvatore Romano,NA,Retired,NA,Italy,41.87194,12.56738,2020-12-07,italy
Giuseppe Lauriola,NA,Doctor,NA,Italy,41.87194,12.56738,2020-12-20,italy
Antonino Iabichino,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-27,italy
Leonardo Scalia,NA,Doctor,NA,Italy,41.87194,12.56738,2021-01-28,italy
Antonio Luigi Cafagna,NA,Retired,NA,Italy,41.87194,12.56738,2021-01-31,italy
Maria Giuseppa Giammalva,NA,Doctor,NA,Italy,41.87194,12.56738,2021-02-03,italy
Evgeniya Abdulkarimova,61,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia_and_medscape
Aleksey Aristov,62,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia_and_medscape
Arpik Asratyan,69,Other,Moskva,Russia,55.7580806,37.6120615,NA,russia_and_medscape
Tatyana Avanesyan,61,Nurse,Syktyvkar,Russia,61.6641145,50.81687729999999,NA,russia_and_medscape
Sergey Beloshitskiy,50,Doctor,Sankt-Peterburg,Russia,59.923239,30.361648,NA,russia_and_medscape
Nadezhda Divak,65,Nurse,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia_and_medscape
Aleksey Filippov,51,Doctor,St. Petersburg,United States,27.7702568,-82.7325761,NA,russia_and_medscape
Vladimir Fioshin,67,Other Medical,Ulyanovsk Region,67,NA,NA,NA,russia_and_medscape
Igor Goncharov,81,Other,Moscow,Russia,55.755826,37.6172999,NA,russia_and_medscape
Nikolay Goncharov,57,Doctor,New York,United States,40.7179981,-73.9853842,NA,russia_and_medscape
Dmitry Kapitanov,55,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia_and_medscape
Mikhail Lebedev,61,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia_and_medscape
Yuriy Pokoptsev,54,Doctor,Ust-Labinsk,Russia,45.2158861,39.6882601,NA,russia_and_medscape
Svetlana Solovyova,65,Doctor,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia_and_medscape
Maxim Starinsky,56,Doctor,Москва,Russia,55.6699127,37.553181,NA,russia_and_medscape
Igor Tatarkin,54,Doctor,Kursk,54,NA,NA,NA,russia_and_medscape
Tatiana Tkacheva,58,Doctor,Sankt-Peterburg,Russia,59.9293531,30.3397366,NA,russia_and_medscape
Aleksey Vasilchenko,52,Other Medical,Labinsk,Russia,44.63559009999999,40.7244748,NA,russia_and_medscape
Georgadze Zaali Otarievich,67,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia_and_medscape
Chzhan Tszu Fen,34,Other Medical,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia_and_medscape
Tatyana Ivanovna Alexandrova,73,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia_and_medscape
Abduramanov Ridvan Niyazovich,55,Doctor,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia
Abdurahimova Umakusum Gadzhievna,47,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Abzhelilov Roman Alexandrovich,44,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Ablashova Madia Kamilovna,52,Other,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Abdrashitova Alfiya Yakheevna,63,Nurse,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Abramov Mikhail Valerievich,35,Doctor,Altai Krai,Russia,51.7936298,82.6758596,NA,russia
Abramova Valentina Nikolaevna,58,Other Medical,Kaluga,Russia,54.5135904,36.2636786,NA,russia
Abubakarova Tsibats Kurbanovna,70,Other,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Avakumyan Nadezhda Anatolyevna,62,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Avakyan Albert Valerievich,37,Doctor,Adygea Republic,Russia,44.8229155,40.1754463,NA,russia
Avakyan Shota Grigorievich,81,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Avdovenko Anatoly Leonidovich,60,Doctor,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Avdonina Tatyana Nikolaevna,59,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Avetisyan Vartan Razmikovich,54,Doctor,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Avtaikina Nina Alekseevna,67,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Ageeva Nina Ivanovna,84,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Agisheva Natalya Valentinovna,44,Doctor,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Aguzarov Dzhabrail Tembolatovich,75,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Azhnakina Olga Vladimirovna,50,Doctor,Penza,Russia,53.2272903,45,NA,russia
Azelgarieva Flyura Khadeevna,57,Nurse,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Aznabaeva Minigul Minigaleevna,65,Doctor,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Aidamirov Ramzan Avaluevich,37,Doctor,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Akimtseva Tatiana Sergeevna,71,Doctor,Tula,Russia,54.204836,37.6184915,NA,russia
Hakobyan Anatoli Misakovich,67,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Alanicheva Galina Alexandrovna,72,Retired,Murmansk,Russia,68.97331129999999,33.0855849,NA,russia
Alexandrova Natalia Vladimirovna,43,Nurse,Yekaterinburg,Russia,56.8430993,60.64540859999999,NA,russia
Aliaskhabova Rukayut Amirkhanovna,60,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Aliev Khamzat Shitievich,64,Doctor,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Alicheeva Elmira Magomedovna,55,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Almazova Nadezhda Mikhailovna,60,Nurse,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Alhauaj Mohammed Abdullah,NA,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Amaev Magomed Sadaevich,75,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Amaeva Zagidat Telmanovna,59,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Amelin Nikolay Alexandrovich,64,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Andreyko Dmitry Viktorovich,52,Doctor,Yaroslavl,Russia,57.62607440000001,39.8844709,NA,russia
Andreychuk Vladimir Ivanovich,71,Doctor,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Andreychuk Elena Viktorovna,43,Other Medical,Volgograd,Russia,48.708048,44.5133035,NA,russia
Andrusova Irina Pavlovna,54,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Anpilogova Lyubov Vasilievna,63,Nurse,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Antipov Alexander Vladimirovich,NA,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Antonova Antonina Ilinichna,84,Other,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Antonets Evgeny Vitalievich,58,Doctor,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Antonets Igor Petrovich,81,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Antoniev Alexander Vladimirovich,NA,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Antropova Lilia Vitalievna,50,Doctor,Vladimir,Russia,56.1428026,40.3895795,NA,russia
Antyuhina Irina Aleksandrovna,38,Nurse,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Anuryeva Svetlana,19,Doctor,Ulyanovsk,Russia,54.3186575,48.397776,NA,russia
Aparina Valentina Timofeevna,69,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Arakchieva Jamilya Suyundikovna,51,Other Medical,Khanty-Mansi Autonomous Okrug,Russia,62.2287062,70.6410057,NA,russia
Arepetyants Yuri Georgievich,59,Other,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Arishev Vladimir Vladimirovich,63,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Arsenin Igor Alekseevich,65,Other,Lipetsk,Russia,52.6121996,39.5981225,NA,russia
Arslanbekova Umragil,NA,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Artemieva Lyudmila Vasilievna,69,Nurse,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Artemyeva Nina Nikolaevna,83,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Artyukhova Alla Pavlovna,48,Other Medical,Tomarovka,Russia,50.6771785,36.2314146,NA,russia
Arkhipova Svetlana Borisovna,55,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Asedova Sakinat,45,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Assonova Natalia Borisovna,62,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Astafieva Svetlana Yurievna,51,Other Medical,Orenburg,Russia,51.768156,55.0969797,NA,russia
Astakhov Yuri Sergeevich,80,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Astashova Elena Vladimirovna,52,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Askhabov Magomed Aripovich,66,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Askhabova Patimat Abutalibovna,NA,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Askhabova Khadizhat Osmanovna,78,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Atamanova Lidia Nikolaevna,71,Doctor,Lipetsk,Russia,52.6121996,39.5981225,NA,russia
Afanasyeva Nadezhda Mikhailovna,71,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Afonkin Sergey Viktorovich,40,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Akhmedov Magomed Gasankadievich,65,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Ahmedov Ahmed Kurbanovich,40,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Akhmedova Sakinat Abdulaevna,58,Nurse,Kizlyar,Russia,43.84386569999999,46.71524290000001,NA,russia
Akhmerov Ravkat,NA,Other,Orenburg,Russia,51.768156,55.0969797,NA,russia
Akhtaev Isa Adievich,51,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Ashikhmin Vitaly Nikolaevich,NA,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Ayupova Naila Khakimovna,60,Nurse,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Babaev Nazir Makhmudovich,56,Doctor,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Babaytseva Zoya Vasilievna,67,Doctor,Lipetsk,Russia,52.6121996,39.5981225,NA,russia
Babaytseva Tatiana Ivanovna,53,Doctor,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Babenko Victor Vasilievich,65,Other,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Babenkov Ivan Alexandrovich,75,Doctor,Saratov Oblast,Russia,51.83692629999999,46.7539397,NA,russia
Babiychuk Elena Adamovna,67,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Baburova Elena Mikhailovna,67,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Badalyan Oganes Valerievich,44,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Badzyma Vladimir Georgievich,71,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
